crime_id,crime_type,date,time,day_of_week,month,hour,latitude,longitude,area,severity,suspect_age_group,suspect_gender,suspect_prior_record,weapon_used,arrest_made,risk_level
CR-02009,Fraud,2021-08-07,18:59,Saturday,8,18,12.94953,80.14214,Chromepet,Medium,36-45,Female,No,Blunt Object,Yes,Medium Risk
CR-02010,Assault,2023-11-24,16:55,Friday,11,16,13.035477,80.150804,Porur,High,26-35,Female,No,None,No,Medium Risk
CR-02011,Drug Offense,2022-07-27,08:44,Wednesday,7,8,13.039051,80.266614,Mylapore,Medium,18-25,Male,No,None,No,Low Risk
CR-02012,Theft,2021-12-07,11:20,Tuesday,12,11,13.014258,80.214141,Guindy,Low,36-45,Male,Yes,None,No,Low Risk
CR-02013,Assault,2023-06-15,20:32,Thursday,6,20,13.065826,80.265816,Egmore,High,26-35,Male,No,Knife,No,High Risk
CR-02014,Kidnapping,2024-12-11,15:04,Wednesday,12,15,13.038568,80.220931,T. Nagar,High,26-35,Female,No,Firearm,Yes,Medium Risk
CR-02015,Burglary,2021-08-22,23:59,Sunday,8,23,13.044594,80.159411,Porur,Medium,26-35,Male,Yes,Blunt Object,Yes,High Risk
CR-02016,Vandalism,2021-01-07,15:12,Thursday,1,15,13.036038,80.257218,Mylapore,Low,26-35,Male,Yes,None,No,Low Risk
CR-02017,Vandalism,2021-01-20,10:36,Wednesday,1,10,12.952818,80.146002,Chromepet,Low,26-35,Male,Yes,None,Yes,Low Risk
CR-02018,Homicide,2024-01-20,02:46,Saturday,1,2,13.085551,80.203031,Anna Nagar,High,36-45,Male,No,Blunt Object,No,High Risk
CR-02019,Cybercrime,2021-01-13,19:39,Wednesday,1,19,13.012175,80.234979,Guindy,Medium,18-25,Female,Yes,None,No,Medium Risk
CR-02020,Burglary,2022-10-01,08:02,Saturday,10,8,12.98729,80.223278,Velachery,Medium,18-25,Female,Yes,Knife,Yes,Medium Risk
CR-02021,Theft,2023-06-18,09:36,Sunday,6,9,13.091693,80.260301,Egmore,Low,26-35,Male,Yes,None,No,Low Risk
CR-02022,Robbery,2021-04-27,21:00,Tuesday,4,21,13.029563,80.273175,Mylapore,High,36-45,Male,Yes,None,Yes,Medium Risk
CR-02023,Theft,2021-02-07,11:42,Sunday,2,11,13.044547,80.240144,T. Nagar,Low,18-25,Female,No,None,No,Low Risk
CR-02024,Drug Offense,2023-01-14,05:15,Saturday,1,5,13.065244,80.266084,Egmore,Medium,26-35,Male,No,None,No,Low Risk
CR-02025,Fraud,2021-09-11,18:24,Saturday,9,18,12.989283,80.227579,Velachery,Medium,46+,Male,Yes,None,Yes,Medium Risk
CR-02026,Theft,2023-05-29,22:26,Monday,5,22,12.971568,80.228172,Velachery,Low,36-45,Male,Yes,None,No,Medium Risk
CR-02027,Burglary,2023-10-01,10:39,Sunday,10,10,12.988978,80.219797,Velachery,Medium,46+,Male,Yes,Knife,No,Medium Risk
CR-02028,Fraud,2022-04-03,15:25,Sunday,4,15,12.924567,80.085962,Tambaram,Medium,18-25,Male,No,None,Yes,Low Risk
CR-02029,Assault,2023-08-03,09:26,Thursday,8,9,13.031499,80.266333,Mylapore,High,26-35,Male,Yes,Blunt Object,No,High Risk
CR-02030,Cybercrime,2022-07-12,20:43,Tuesday,7,20,13.070679,80.261429,Egmore,Medium,18-25,Male,No,None,No,Medium Risk
CR-02031,Assault,2024-08-11,16:27,Sunday,8,16,12.929536,80.098041,Tambaram,High,46+,Male,Yes,Firearm,No,High Risk
CR-02032,Assault,2021-06-23,17:21,Wednesday,6,17,12.923665,80.100155,Tambaram,High,36-45,Male,Yes,Blunt Object,No,Medium Risk
CR-02033,Cybercrime,2024-01-08,17:58,Monday,1,17,13.066421,80.260694,Egmore,Medium,26-35,Male,Yes,None,Yes,Medium Risk
CR-02034,Vandalism,2024-04-18,16:43,Thursday,4,16,12.973945,80.21899,Velachery,Low,46+,Male,Yes,None,No,Low Risk
CR-02035,Theft,2022-12-12,11:14,Monday,12,11,12.929475,80.090226,Tambaram,Low,18-25,Male,No,None,No,Low Risk
CR-02036,Burglary,2023-07-21,16:37,Friday,7,16,13.033224,80.234136,T. Nagar,Medium,36-45,Male,No,Firearm,Yes,Medium Risk
CR-02037,Theft,2024-12-30,13:37,Monday,12,13,13.040437,80.237092,T. Nagar,Low,36-45,Female,No,Knife,No,Low Risk
CR-02038,Vandalism,2023-12-08,02:18,Friday,12,2,12.923168,80.091517,Tambaram,Low,26-35,Male,Yes,Firearm,No,High Risk
CR-02039,Assault,2024-12-05,21:22,Thursday,12,21,13.03729,80.234954,T. Nagar,High,36-45,Male,No,Firearm,No,Medium Risk
CR-02040,Robbery,2024-07-30,13:15,Tuesday,7,13,13.007382,80.243496,Adyar,High,26-35,Female,No,Blunt Object,No,Medium Risk
CR-02041,Assault,2022-03-15,01:16,Tuesday,3,1,12.620105,80.200939,Mamallapuram,High,46+,Male,No,None,Yes,Medium Risk
CR-02042,Drug Offense,2022-08-26,22:33,Friday,8,22,12.635223,80.199199,Mamallapuram,Medium,18-25,Male,No,Knife,Yes,Medium Risk
CR-02043,Vandalism,2024-04-06,17:02,Saturday,4,17,13.040694,80.22883,T. Nagar,Low,18-25,Male,No,Blunt Object,Yes,Low Risk
CR-02044,Kidnapping,2021-05-13,21:54,Thursday,5,21,13.003688,80.221187,Guindy,High,18-25,Male,Yes,None,Yes,High Risk
CR-02045,Drug Offense,2023-08-29,09:02,Tuesday,8,9,12.924271,80.092978,Tambaram,Medium,18-25,Male,Yes,Knife,Yes,Medium Risk
CR-02046,Theft,2022-10-16,03:48,Sunday,10,3,12.986303,80.235537,Velachery,Low,18-25,Male,Yes,None,No,Medium Risk
CR-02047,Theft,2022-01-08,20:04,Saturday,1,20,13.03724,80.217215,T. Nagar,Low,26-35,Female,No,None,No,Medium Risk
CR-02048,Theft,2023-07-17,02:48,Monday,7,2,13.009807,80.220205,Guindy,Low,36-45,Male,No,None,No,Low Risk
CR-02049,Theft,2021-08-01,16:39,Sunday,8,16,13.077468,80.265099,Egmore,Low,18-25,Female,No,None,No,Low Risk
CR-02050,Fraud,2022-03-05,07:04,Saturday,3,7,12.975749,80.209036,Velachery,Medium,26-35,Male,No,None,Yes,Low Risk
CR-02051,Assault,2022-06-05,19:49,Sunday,6,19,12.959259,80.147423,Chromepet,High,18-25,Male,No,Knife,Yes,Medium Risk
CR-02052,Vandalism,2022-01-09,12:26,Sunday,1,12,13.045568,80.221876,T. Nagar,Low,26-35,Female,No,Blunt Object,No,Low Risk
CR-02053,Assault,2023-05-23,10:08,Tuesday,5,10,13.039259,80.22465,T. Nagar,High,18-25,Male,No,Knife,No,Medium Risk
CR-02054,Fraud,2021-07-26,10:36,Monday,7,10,13.028265,80.246056,T. Nagar,Medium,18-25,Male,No,None,Yes,Low Risk
CR-02055,Drug Offense,2021-03-28,23:39,Sunday,3,23,13.037096,80.150948,Porur,Medium,46+,Male,Yes,None,No,Medium Risk
CR-02056,Vandalism,2023-09-04,05:53,Monday,9,5,12.90999,80.229952,Sholinganallur,Low,36-45,Male,Yes,Blunt Object,Yes,Medium Risk
CR-02057,Kidnapping,2024-03-14,19:38,Thursday,3,19,12.957246,80.14934,Chromepet,High,36-45,Male,No,Firearm,Yes,Medium Risk
CR-02058,Assault,2023-09-24,17:11,Sunday,9,17,13.031099,80.271308,Mylapore,High,26-35,Male,Yes,Knife,No,High Risk
CR-02059,Assault,2022-12-04,00:57,Sunday,12,0,13.035795,80.238545,T. Nagar,High,36-45,Male,No,Blunt Object,Yes,High Risk
CR-02060,Fraud,2021-07-28,06:07,Wednesday,7,6,13.007237,80.241937,Adyar,Medium,26-35,Male,Yes,None,No,Medium Risk
CR-02061,Theft,2023-06-11,21:49,Sunday,6,21,13.084441,80.193823,Anna Nagar,Low,46+,Male,Yes,None,No,Low Risk
CR-02062,Assault,2024-02-11,18:42,Sunday,2,18,13.059877,80.230569,T. Nagar,High,26-35,Male,No,Firearm,Yes,Medium Risk
CR-02063,Burglary,2024-05-08,11:26,Wednesday,5,11,13.04035,80.262328,Mylapore,Medium,26-35,Male,Yes,Knife,No,Medium Risk
CR-02064,Burglary,2023-03-13,09:35,Monday,3,9,12.994307,80.209491,Velachery,Medium,18-25,Male,No,Knife,No,Medium Risk
CR-02065,Theft,2024-05-27,00:56,Monday,5,0,13.053109,80.277734,Mylapore,Low,18-25,Male,No,None,No,Low Risk
CR-02066,Theft,2024-04-18,11:10,Thursday,4,11,13.048823,80.224242,T. Nagar,Low,26-35,Female,Yes,None,No,Medium Risk
CR-02067,Robbery,2021-10-13,19:37,Wednesday,10,19,12.950136,80.136069,Chromepet,High,18-25,Female,No,Knife,Yes,Medium Risk
CR-02068,Theft,2024-04-23,23:40,Tuesday,4,23,12.979531,80.217095,Velachery,Low,36-45,Female,Yes,None,No,Medium Risk
CR-02069,Burglary,2024-04-18,20:14,Thursday,4,20,13.078975,80.205556,Anna Nagar,Medium,46+,Female,Yes,None,No,Medium Risk
CR-02070,Assault,2023-12-20,22:34,Wednesday,12,22,12.92806,80.113552,Tambaram,High,18-25,Male,No,Blunt Object,No,High Risk
CR-02071,Assault,2022-02-26,21:14,Saturday,2,21,13.040533,80.149959,Porur,High,26-35,Male,Yes,None,No,High Risk
CR-02072,Robbery,2024-01-02,23:52,Tuesday,1,23,13.036068,80.245538,T. Nagar,High,36-45,Male,No,None,No,Medium Risk
CR-02073,Theft,2023-01-04,23:02,Wednesday,1,23,13.044645,80.248899,T. Nagar,Low,26-35,Male,No,None,No,Medium Risk
CR-02074,Assault,2022-08-22,15:29,Monday,8,15,13.082545,80.204224,Anna Nagar,High,18-25,Male,Yes,Knife,No,High Risk
CR-02075,Vandalism,2023-05-27,21:30,Saturday,5,21,13.039027,80.245089,T. Nagar,Low,18-25,Male,Yes,Blunt Object,No,Medium Risk
CR-02076,Burglary,2024-03-10,14:47,Sunday,3,14,13.021233,80.231096,T. Nagar,Medium,18-25,Male,No,None,No,Low Risk
CR-02077,Burglary,2022-05-22,10:40,Sunday,5,10,13.036048,80.151303,Porur,Medium,46+,Female,No,Knife,Yes,Medium Risk
CR-02078,Cybercrime,2022-10-11,17:06,Tuesday,10,17,12.629301,80.188565,Mamallapuram,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-02079,Theft,2023-01-29,13:04,Sunday,1,13,13.080555,80.206484,Anna Nagar,Low,18-25,Male,No,Blunt Object,No,Low Risk
CR-02080,Drug Offense,2024-06-10,02:46,Monday,6,2,13.036745,80.27417,Mylapore,Medium,46+,Male,Yes,Knife,Yes,High Risk
CR-02081,Assault,2023-11-04,08:39,Saturday,11,8,12.983314,80.23308,Velachery,High,18-25,Male,No,Knife,No,Medium Risk
CR-02082,Theft,2022-06-18,19:38,Saturday,6,19,12.976593,80.230573,Velachery,Low,36-45,Male,No,None,Yes,Low Risk
CR-02083,Fraud,2021-09-13,18:58,Monday,9,18,12.994233,80.259794,Adyar,Medium,26-35,Female,No,None,Yes,Low Risk
CR-02084,Fraud,2023-09-30,17:02,Saturday,9,17,13.048324,80.235442,T. Nagar,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-02085,Vandalism,2021-04-05,06:01,Monday,4,6,13.010824,80.246165,Adyar,Low,36-45,Female,No,Blunt Object,No,Low Risk
CR-02086,Theft,2024-02-03,20:04,Saturday,2,20,13.03559,80.256887,Mylapore,Low,46+,Male,No,None,No,Low Risk
CR-02087,Assault,2021-10-09,14:39,Saturday,10,14,13.027185,80.145462,Porur,High,26-35,Male,Yes,Knife,No,High Risk
CR-02088,Theft,2022-10-22,22:04,Saturday,10,22,12.970274,80.236469,Velachery,Low,36-45,Male,Yes,None,No,Medium Risk
CR-02089,Fraud,2021-02-21,21:53,Sunday,2,21,13.016728,80.251542,Adyar,Medium,26-35,Male,No,None,Yes,Low Risk
CR-02090,Burglary,2022-07-20,13:32,Wednesday,7,13,12.632825,80.19697,Mamallapuram,Medium,26-35,Male,Yes,None,No,Medium Risk
CR-02091,Theft,2024-12-15,11:13,Sunday,12,11,13.056546,80.234147,T. Nagar,Low,36-45,Male,No,None,Yes,Low Risk
CR-02092,Theft,2022-06-06,12:15,Monday,6,12,13.041079,80.148618,Porur,Low,46+,Female,No,None,Yes,Low Risk
CR-02093,Burglary,2023-04-03,17:48,Monday,4,17,13.033376,80.271097,Mylapore,Medium,46+,Male,Yes,None,No,Low Risk
CR-02094,Vandalism,2021-12-29,19:53,Wednesday,12,19,13.002254,80.264817,Adyar,Low,36-45,Male,No,Knife,No,Medium Risk
CR-02095,Theft,2023-03-04,15:01,Saturday,3,15,13.037968,80.266665,Mylapore,Low,26-35,Male,No,None,Yes,Low Risk
CR-02096,Assault,2024-12-30,18:41,Monday,12,18,12.978913,80.229288,Velachery,High,18-25,Male,Yes,Knife,Yes,High Risk
CR-02097,Fraud,2023-05-20,02:29,Saturday,5,2,13.078646,80.259156,Egmore,Medium,36-45,Female,No,None,No,Medium Risk
CR-02098,Drug Offense,2024-11-27,15:50,Wednesday,11,15,12.994421,80.231099,Guindy,Medium,26-35,Male,Yes,Knife,No,Medium Risk
CR-02099,Assault,2024-07-11,17:06,Thursday,7,17,12.987573,80.23055,Velachery,High,26-35,Male,No,Blunt Object,No,Medium Risk
CR-02100,Fraud,2023-10-18,18:13,Wednesday,10,18,13.04336,80.234607,T. Nagar,Medium,26-35,Male,No,None,No,Low Risk
CR-02101,Fraud,2024-06-14,06:30,Friday,6,6,12.636544,80.213786,Mamallapuram,Medium,26-35,Male,No,None,No,Low Risk
CR-02102,Cybercrime,2022-03-28,14:24,Monday,3,14,12.913308,80.106138,Tambaram,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-02103,Assault,2023-05-15,18:04,Monday,5,18,12.945208,80.146081,Chromepet,High,18-25,Female,Yes,Firearm,No,High Risk
CR-02104,Robbery,2024-06-22,07:08,Saturday,6,7,12.948662,80.138702,Chromepet,High,46+,Male,No,Knife,No,Medium Risk
CR-02105,Assault,2023-02-27,07:20,Monday,2,7,12.929623,80.103624,Tambaram,High,26-35,Male,No,Knife,No,Medium Risk
CR-02106,Robbery,2024-11-13,18:42,Wednesday,11,18,13.080106,80.211922,Anna Nagar,High,36-45,Male,No,Knife,No,Medium Risk
CR-02107,Vandalism,2022-09-04,12:39,Sunday,9,12,13.05406,80.223227,T. Nagar,Low,26-35,Male,No,Blunt Object,No,Low Risk
CR-02108,Theft,2024-01-25,18:42,Thursday,1,18,13.038317,80.232444,T. Nagar,Low,18-25,Male,No,None,Yes,Low Risk
CR-02109,Vandalism,2024-09-24,11:04,Tuesday,9,11,13.040798,80.27907,Mylapore,Low,18-25,Female,No,None,No,Low Risk
CR-02110,Robbery,2021-11-08,08:22,Monday,11,8,13.094674,80.212698,Anna Nagar,High,26-35,Male,No,None,No,Medium Risk
CR-02111,Theft,2021-10-12,13:03,Tuesday,10,13,13.053248,80.243427,T. Nagar,Low,26-35,Male,Yes,None,No,Medium Risk
CR-02112,Burglary,2021-03-23,01:00,Tuesday,3,1,12.992848,80.226691,Velachery,Medium,26-35,Male,Yes,Knife,No,High Risk
CR-02113,Assault,2023-03-06,04:34,Monday,3,4,12.953238,80.154768,Chromepet,High,26-35,Female,No,Knife,Yes,High Risk
CR-02114,Vandalism,2021-03-29,09:50,Monday,3,9,13.001798,80.241379,Adyar,Low,26-35,Male,Yes,None,No,Low Risk
CR-02115,Theft,2024-12-06,01:52,Friday,12,1,12.905327,80.222344,Sholinganallur,Low,18-25,Male,No,None,No,Low Risk
CR-02116,Theft,2021-06-27,08:24,Sunday,6,8,13.062274,80.259028,Egmore,Low,46+,Female,No,None,Yes,Low Risk
CR-02117,Vandalism,2021-11-02,01:10,Tuesday,11,1,13.085501,80.213692,Anna Nagar,Low,26-35,Male,Yes,None,No,Medium Risk
CR-02118,Theft,2024-08-25,17:03,Sunday,8,17,13.098187,80.216144,Anna Nagar,Low,36-45,Male,No,None,No,Low Risk
CR-02119,Theft,2023-04-27,22:20,Thursday,4,22,13.035047,80.268145,Mylapore,Low,46+,Male,Yes,None,No,Medium Risk
CR-02120,Assault,2024-05-21,18:52,Tuesday,5,18,12.948207,80.144092,Chromepet,High,18-25,Female,Yes,Blunt Object,Yes,High Risk
CR-02121,Kidnapping,2024-01-16,11:57,Tuesday,1,11,13.032218,80.260066,Mylapore,High,26-35,Female,Yes,Knife,No,High Risk
CR-02122,Theft,2021-09-16,22:40,Thursday,9,22,13.065209,80.250963,Egmore,Low,46+,Female,Yes,None,No,Medium Risk
CR-02123,Drug Offense,2022-10-05,12:38,Wednesday,10,12,13.040547,80.144882,Porur,Medium,18-25,Male,No,None,No,Low Risk
CR-02124,Kidnapping,2023-01-02,01:07,Monday,1,1,12.998558,80.255673,Adyar,High,36-45,Male,No,Blunt Object,No,High Risk
CR-02125,Fraud,2022-03-17,03:18,Thursday,3,3,12.966712,80.221591,Velachery,Medium,26-35,Male,No,None,No,Medium Risk
CR-02126,Burglary,2021-10-12,20:16,Tuesday,10,20,13.097298,80.198863,Anna Nagar,Medium,26-35,Male,No,None,No,Medium Risk
CR-02127,Burglary,2023-10-27,22:52,Friday,10,22,13.070328,80.256436,Egmore,Medium,36-45,Female,No,Blunt Object,No,Medium Risk
CR-02128,Burglary,2021-02-03,19:27,Wednesday,2,19,12.945957,80.14574,Chromepet,Medium,18-25,Female,No,None,No,Low Risk
CR-02129,Fraud,2021-10-26,22:46,Tuesday,10,22,13.045085,80.232736,T. Nagar,Medium,36-45,Male,No,None,No,Medium Risk
CR-02130,Fraud,2022-02-21,12:17,Monday,2,12,12.925948,80.099265,Tambaram,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-02131,Burglary,2023-02-20,10:05,Monday,2,10,13.033726,80.28372,Mylapore,Medium,26-35,Male,No,None,No,Low Risk
CR-02132,Robbery,2021-10-13,02:06,Wednesday,10,2,13.054755,80.163843,Porur,High,18-25,Male,Yes,None,No,High Risk
CR-02133,Drug Offense,2022-10-28,19:47,Friday,10,19,12.971489,80.226491,Velachery,Medium,36-45,Female,No,None,No,Low Risk
CR-02134,Burglary,2022-03-08,10:05,Tuesday,3,10,13.08684,80.213019,Anna Nagar,Medium,46+,Male,Yes,Knife,No,High Risk
CR-02135,Robbery,2022-04-23,14:48,Saturday,4,14,13.066602,80.257719,Egmore,High,18-25,Male,No,Firearm,No,Medium Risk
CR-02136,Theft,2022-03-14,17:29,Monday,3,17,13.056066,80.229598,T. Nagar,Low,18-25,Male,No,None,Yes,Low Risk
CR-02137,Kidnapping,2022-08-12,15:52,Friday,8,15,13.084795,80.259474,Egmore,High,36-45,Male,Yes,None,Yes,High Risk
CR-02138,Theft,2024-10-01,08:08,Tuesday,10,8,13.037567,80.232358,T. Nagar,Low,46+,Male,No,Knife,Yes,Low Risk
CR-02139,Assault,2024-10-25,21:04,Friday,10,21,12.923088,80.091387,Tambaram,High,18-25,Male,Yes,Blunt Object,Yes,High Risk
CR-02140,Kidnapping,2021-11-25,16:57,Thursday,11,16,12.998257,80.206828,Guindy,High,36-45,Male,Yes,None,Yes,Medium Risk
CR-02141,Vandalism,2024-04-12,18:57,Friday,4,18,13.083597,80.206753,Anna Nagar,Low,46+,Male,No,None,No,Low Risk
CR-02142,Burglary,2023-04-24,00:29,Monday,4,0,13.049517,80.236096,T. Nagar,Medium,26-35,Female,No,None,No,Medium Risk
CR-02143,Fraud,2022-02-08,11:04,Tuesday,2,11,12.95505,80.147269,Chromepet,Medium,46+,Female,No,None,No,Low Risk
CR-02144,Vandalism,2023-11-04,20:48,Saturday,11,20,13.031738,80.242871,T. Nagar,Low,26-35,Male,No,Blunt Object,No,Medium Risk
CR-02145,Assault,2023-06-11,06:34,Sunday,6,6,13.091776,80.210654,Anna Nagar,High,18-25,Male,No,Blunt Object,Yes,Medium Risk
CR-02146,Vandalism,2022-10-08,10:51,Saturday,10,10,12.92647,80.105643,Tambaram,Low,18-25,Male,Yes,Blunt Object,No,Medium Risk
CR-02147,Robbery,2022-06-05,13:51,Sunday,6,13,13.091403,80.219385,Anna Nagar,High,18-25,Male,Yes,None,Yes,Medium Risk
CR-02148,Theft,2022-10-27,20:21,Thursday,10,20,12.926145,80.104614,Tambaram,Low,18-25,Male,Yes,None,No,Low Risk
CR-02149,Theft,2021-09-06,13:09,Monday,9,13,12.982573,80.220746,Velachery,Low,26-35,Male,Yes,Knife,No,Low Risk
CR-02150,Robbery,2024-09-09,21:16,Monday,9,21,13.092868,80.211192,Anna Nagar,High,36-45,Female,No,Firearm,No,High Risk
CR-02151,Drug Offense,2023-11-18,09:53,Saturday,11,9,13.036625,80.223211,T. Nagar,Medium,36-45,Female,No,Knife,No,Medium Risk
CR-02152,Fraud,2023-04-13,01:19,Thursday,4,1,12.915757,80.104588,Tambaram,Medium,36-45,Male,Yes,None,Yes,Medium Risk
CR-02153,Fraud,2024-07-29,18:44,Monday,7,18,12.990649,80.22237,Velachery,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-02154,Homicide,2024-01-14,17:07,Sunday,1,17,13.024605,80.281165,Mylapore,High,18-25,Male,Yes,Blunt Object,Yes,High Risk
CR-02155,Drug Offense,2023-12-12,08:33,Tuesday,12,8,13.096717,80.209453,Anna Nagar,Medium,36-45,Female,Yes,Knife,No,Medium Risk
CR-02156,Theft,2024-01-30,21:58,Tuesday,1,21,12.905669,80.229731,Sholinganallur,Low,46+,Male,No,None,Yes,Low Risk
CR-02157,Theft,2022-05-22,12:15,Sunday,5,12,13.049231,80.223249,T. Nagar,Low,18-25,Male,Yes,None,No,Low Risk
CR-02158,Burglary,2023-09-22,07:45,Friday,9,7,12.994393,80.212003,Guindy,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-02159,Cybercrime,2021-10-20,18:29,Wednesday,10,18,12.921375,80.109205,Tambaram,Medium,18-25,Female,Yes,None,Yes,Medium Risk
CR-02160,Drug Offense,2022-02-06,17:56,Sunday,2,17,13.012422,80.207646,Guindy,Medium,46+,Female,No,Knife,No,Medium Risk
CR-02161,Theft,2021-10-13,02:59,Wednesday,10,2,12.999722,80.260811,Adyar,Low,26-35,Male,No,None,No,Low Risk
CR-02162,Theft,2023-05-15,22:57,Monday,5,22,13.020752,80.224503,Guindy,Low,18-25,Male,Yes,None,No,Medium Risk
CR-02163,Fraud,2021-05-12,14:37,Wednesday,5,14,12.998394,80.233237,Guindy,Medium,18-25,Male,No,None,No,Low Risk
CR-02164,Burglary,2024-01-01,10:59,Monday,1,10,13.099707,80.206429,Anna Nagar,Medium,46+,Male,No,None,Yes,Low Risk
CR-02165,Vandalism,2021-11-16,10:09,Tuesday,11,10,13.008639,80.260982,Adyar,Low,46+,Female,No,Blunt Object,Yes,Low Risk
CR-02166,Robbery,2023-01-20,20:14,Friday,1,20,13.030665,80.230277,T. Nagar,High,18-25,Male,No,None,Yes,Medium Risk
CR-02167,Fraud,2024-03-31,21:27,Sunday,3,21,13.035422,80.2774,Mylapore,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-02168,Assault,2023-03-18,18:15,Saturday,3,18,13.046263,80.220461,T. Nagar,High,26-35,Male,Yes,Knife,Yes,High Risk
CR-02169,Theft,2021-08-04,22:19,Wednesday,8,22,12.930126,80.095925,Tambaram,Low,26-35,Male,No,Knife,Yes,Medium Risk
CR-02170,Assault,2021-03-31,02:30,Wednesday,3,2,13.08496,80.196484,Anna Nagar,High,46+,Female,Yes,Blunt Object,Yes,High Risk
CR-02171,Fraud,2024-03-04,19:43,Monday,3,19,12.988053,80.220006,Velachery,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-02172,Assault,2023-12-30,18:09,Saturday,12,18,12.995561,80.227281,Guindy,High,26-35,Male,Yes,Knife,Yes,High Risk
CR-02173,Theft,2022-06-05,01:03,Sunday,6,1,12.994434,80.264682,Adyar,Low,18-25,Male,Yes,None,Yes,Medium Risk
CR-02174,Robbery,2024-11-18,20:44,Monday,11,20,13.091518,80.205797,Anna Nagar,High,36-45,Male,No,Blunt Object,No,High Risk
CR-02175,Cybercrime,2022-02-03,19:51,Thursday,2,19,12.952198,80.138039,Chromepet,Medium,26-35,Male,No,None,Yes,Low Risk
CR-02176,Theft,2021-11-19,12:59,Friday,11,12,12.992308,80.248728,Adyar,Low,36-45,Female,No,None,Yes,Low Risk
CR-02177,Burglary,2021-07-09,17:50,Friday,7,17,13.037177,80.249138,T. Nagar,Medium,36-45,Male,No,Blunt Object,No,Medium Risk
CR-02178,Burglary,2021-12-05,22:35,Sunday,12,22,13.067569,80.199287,Anna Nagar,Medium,46+,Male,No,None,No,Medium Risk
CR-02179,Cybercrime,2021-09-03,02:28,Friday,9,2,12.918175,80.103259,Tambaram,Medium,26-35,Female,No,None,No,Medium Risk
CR-02180,Fraud,2022-07-01,22:32,Friday,7,22,13.092212,80.203776,Anna Nagar,Medium,26-35,Male,No,None,Yes,Medium Risk
CR-02181,Robbery,2023-11-08,18:57,Wednesday,11,18,13.034725,80.159178,Porur,High,18-25,Male,No,Knife,No,Medium Risk
CR-02182,Vandalism,2021-07-16,00:17,Friday,7,0,12.955935,80.143251,Chromepet,Low,46+,Male,No,None,No,Low Risk
CR-02183,Theft,2021-11-21,17:50,Sunday,11,17,12.985503,80.220272,Velachery,Low,26-35,Male,No,None,Yes,Low Risk
CR-02184,Burglary,2022-08-26,12:37,Friday,8,12,12.916349,80.097006,Tambaram,Medium,18-25,Male,No,None,Yes,Low Risk
CR-02185,Theft,2022-03-18,19:45,Friday,3,19,13.04081,80.278268,Mylapore,Low,26-35,Male,No,None,No,Low Risk
CR-02186,Theft,2024-04-03,20:28,Wednesday,4,20,12.893262,80.229268,Sholinganallur,Low,18-25,Male,Yes,Knife,No,Medium Risk
CR-02187,Vandalism,2023-07-08,21:20,Saturday,7,21,12.982555,80.220451,Velachery,Low,36-45,Female,Yes,None,Yes,Medium Risk
CR-02188,Theft,2022-09-13,19:07,Tuesday,9,19,12.942986,80.138383,Chromepet,Low,26-35,Female,No,None,No,Low Risk
CR-02189,Assault,2022-02-10,08:45,Thursday,2,8,12.913266,80.231223,Sholinganallur,High,26-35,Male,No,Knife,Yes,Medium Risk
CR-02190,Robbery,2024-09-07,20:38,Saturday,9,20,12.897738,80.21678,Sholinganallur,High,46+,Male,No,Knife,Yes,High Risk
CR-02191,Drug Offense,2022-02-25,20:16,Friday,2,20,13.035321,80.240891,T. Nagar,Medium,26-35,Male,Yes,None,Yes,High Risk
CR-02192,Fraud,2024-04-19,17:08,Friday,4,17,13.044157,80.217292,T. Nagar,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-02193,Burglary,2021-06-08,18:34,Tuesday,6,18,13.038228,80.158789,Porur,Medium,26-35,Male,No,Firearm,No,Medium Risk
CR-02194,Fraud,2021-10-13,19:37,Wednesday,10,19,13.034288,80.273459,Mylapore,Medium,46+,Male,No,None,Yes,Medium Risk
CR-02195,Fraud,2023-12-02,13:45,Saturday,12,13,13.005344,80.230878,Guindy,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-02196,Theft,2022-09-03,21:18,Saturday,9,21,13.044228,80.230248,T. Nagar,Low,36-45,Male,Yes,None,No,Medium Risk
CR-02197,Cybercrime,2023-03-30,13:37,Thursday,3,13,12.99131,80.226426,Velachery,Medium,46+,Male,No,None,No,Medium Risk
CR-02198,Assault,2022-05-14,16:25,Saturday,5,16,13.008537,80.256147,Adyar,High,18-25,Male,Yes,Blunt Object,No,High Risk
CR-02199,Vandalism,2021-03-06,19:08,Saturday,3,19,12.991886,80.230945,Velachery,Low,46+,Male,No,None,No,Low Risk
CR-02200,Fraud,2024-08-19,14:23,Monday,8,14,13.089183,80.204003,Anna Nagar,Medium,26-35,Male,No,None,No,Low Risk
